Sheet,Test Case ID,Test Scenario,Test Case,Preconditions,Test Steps,Test Data,Expected Result,Priority
Fare & Payment,TC06_013,TS06 - Kiểm tra quy trình tính cước và thanh toán chuyến xe,Giao dịch thanh toán bị timeout,Nhà cung cấp thanh toán gặp lỗi,1. Gửi yêu cầu thanh toán điện tử,Payment Gateway Timeout,Hệ thống ghi nhận lỗi giao dịch và thông báo thanh toán chưa hoàn tất,High
Fare & Payment,,,,,2. Chờ phản hồi,,,
Fare & Payment,TC06_014,TS06 - Kiểm tra quy trình tính cước và thanh toán chuyến xe,Nhà cung cấp thanh toán trả lỗi hệ thống,Thanh toán điện tử đang thực hiện,1. Gửi giao dịch,Payment Provider Error,"Hệ thống xử lý lỗi, lưu trạng thái thất bại và cho phép thử lại",High
Fare & Payment,,,,,2. Provider trả lỗi 500,,,
Notification & Rating,TC07_001,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Gửi thông báo khi khách hàng tạo chuyến thành công,Khách hàng đăng nhập và tạo chuyến thành công,1. Khách hàng gửi yêu cầu đặt xe,TripId: T001,Hệ thống gửi thông báo tiếp nhận yêu cầu đặt xe cho khách hàng,High
Notification & Rating,,,,,2. Hệ thống xử lý tạo chuyến,Status: Created,,
Notification & Rating,TC07_002,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Gửi thông báo khi tài xế nhận chuyến,Chuyến đã được tạo và có tài xế nhận,1. Tài xế nhận chuyến,DriverId: D001,Khách hàng nhận được thông báo thông tin tài xế đã nhận chuyến,High
Notification & Rating,,,,,2. Hệ thống cập nhật phân công,TripId: T001,,
Notification & Rating,TC07_003,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Gửi thông báo khi tài xế đến điểm đón,Tài xế đã nhận chuyến,1. Tài xế cập nhật trạng thái đến điểm đón,Status: ARRIVED,Hệ thống gửi thông báo tài xế đã đến điểm đón,High
Notification & Rating,TC07_004,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Gửi thông báo khi chuyến hoàn thành,Chuyến đã hoàn thành,1. Tài xế cập nhật hoàn thành chuyến,Status: COMPLETED,Hệ thống gửi thông báo chuyến xe hoàn thành,High
Notification & Rating,TC07_005,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Gửi thông báo khi thanh toán có kết quả,Giao dịch thanh toán đã xử lý,1. Hoàn tất thanh toán,PaymentStatus: SUCCESS,Hệ thống gửi thông báo kết quả thanh toán cho khách hàng,High
Notification & Rating,,,,,2. Hệ thống nhận kết quả giao dịch,,,
Notification & Rating,TC07_006,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Không gửi thông báo khi không có sự kiện nghiệp vụ,Người dùng đang sử dụng hệ thống,1. Không thực hiện thao tác nghiệp vụ,Không có Event,Hệ thống không tạo thông báo không cần thiết,Medium
Notification & Rating,,,,,2. Kiểm tra thông báo,,,
Notification & Rating,TC07_007,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Xem lịch sử chuyến đi của khách hàng,Khách hàng đã có chuyến xe trước đó,1. Truy cập lịch sử chuyến đi,CustomerId: C001,Hệ thống trả về danh sách chuyến xe của khách hàng,High
Notification & Rating,,,,,2. Gửi yêu cầu xem lịch sử,,,
Notification & Rating,TC07_008,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Xem lịch sử khi khách hàng chưa có chuyến đi,Khách hàng tồn tại nhưng chưa phát sinh chuyến,1. Truy cập lịch sử chuyến đi,CustomerId: C002,Hệ thống trả về danh sách rỗng và thông báo chưa có lịch sử chuyến,Medium
Notification & Rating,TC07_009,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Xem lịch sử với khách hàng không tồn tại,API lịch sử hoạt động,1. Gửi yêu cầu xem lịch sử,CustomerId: C999,Hệ thống trả lỗi không tìm thấy khách hàng,Medium
Notification & Rating,TC07_010,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Xem thông tin số tiền phải trả của chuyến,Chuyến đã hoàn thành và có cước phí,1. Xem chi tiết chuyến,TripId: T001,Hệ thống hiển thị đúng số tiền cần thanh toán,High
Notification & Rating,,,,,2. Kiểm tra thông tin thanh toán,Amount:150000,,
Notification & Rating,TC07_011,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Đánh giá tài xế sau khi hoàn thành chuyến,Chuyến đã hoàn thành,1. Khách hàng chọn đánh giá,Rating: 5,Hệ thống lưu đánh giá thành công,High
Notification & Rating,,,,,2. Nhập điểm và nhận xét,"Comment: ""Tài xế tốt""",,
Notification & Rating,,,,,3. Gửi đánh giá,,,
Notification & Rating,TC07_012,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Đánh giá tài xế khi chuyến chưa hoàn thành,Chuyến đang thực hiện,1. Khách hàng gửi đánh giá,TripStatus: IN_PROGRESS,Hệ thống từ chối đánh giá theo Business Rule,High
Notification & Rating,TC07_013,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Đánh giá với điểm ngoài phạm vi cho phép,Chuyến đã hoàn thành,1. Nhập điểm đánh giá,Rating: 10,Hệ thống từ chối dữ liệu đánh giá không hợp lệ,Medium
Notification & Rating,,,,,2. Gửi đánh giá,,,
Notification & Rating,TC07_014,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Đánh giá không nhập điểm,Chuyến đã hoàn thành,1. Nhập nhận xét,Rating: null,Hệ thống yêu cầu nhập điểm đánh giá,Medium
Notification & Rating,,,,,2. Không nhập điểm,,,
Notification & Rating,,,,,3. Gửi đánh giá,,,
Notification & Rating,TC07_015,"TS07 - Kiểm tra quy trình thông báo, lịch sử và đánh giá chuyến đi",Lỗi hệ thống khi gửi thông báo,Notification Service gặp lỗi,1. Phát sinh sự kiện gửi thông báo,Notification Service Timeout,Hệ thống ghi nhận lỗi và xử lý theo cơ chế lỗi,High
Notification & Rating,,,,,2. Service lỗi,,,
Operations,TC08_001,TS08 - Kiểm tra quy trình quản lý vận hành,Nhân viên vận hành xem danh sách khách hàng,Nhân viên vận hành đã đăng nhập và có quyền,1. Truy cập chức năng quản lý khách hàng,Role: Operations Staff,Hệ thống hiển thị danh sách khách hàng,High
Operations,,,,,2. Xem danh sách khách hàng,,,
Operations,TC08_002,TS08 - Kiểm tra quy trình quản lý vận hành,Thêm khách hàng mới với dữ liệu hợp lệ,Nhân viên vận hành có quyền quản lý khách hàng,1. Chọn thêm khách hàng,CustomerId: C001,Hệ thống tạo khách hàng thành công,High
Operations,,,,,2. Nhập thông tin,Name: Nguyễn Văn A,,
Operations,,,,,3. Lưu dữ liệu,Phone: 0901234567,,
Operations,TC08_003,TS08 - Kiểm tra quy trình quản lý vận hành,Thêm khách hàng bị trùng thông tin,Khách hàng đã tồn tại,1. Nhập thông tin khách hàng,Phone: 0901234567 đã tồn tại,Hệ thống từ chối tạo mới và thông báo dữ liệu đã tồn tại,Medium
Operations,,,,,2. Lưu dữ liệu,,,
Operations,TC08_004,TS08 - Kiểm tra quy trình quản lý vận hành,Cập nhật thông tin khách hàng hợp lệ,Khách hàng tồn tại,1. Chọn khách hàng,Phone mới: 0911111111,Hệ thống cập nhật thông tin thành công,Medium
Operations,,,,,2. Cập nhật thông tin,,,
Operations,,,,,3. Lưu,,,
Operations,TC08_005,TS08 - Kiểm tra quy trình quản lý vận hành,Quản lý thông tin tài xế hợp lệ,Nhân viên vận hành có quyền quản lý tài xế,1. Xem danh sách tài xế,DriverId: D001,Hệ thống hiển thị thông tin tài xế,High
Operations,,,,,2. Chọn tài xế,,,
Operations,TC08_006,TS08 - Kiểm tra quy trình quản lý vận hành,Kiểm tra trạng thái hoạt động của tài xế,Có tài xế trong hệ thống,1. Truy cập danh sách tài xế,DriverStatus: Available,Hệ thống hiển thị đúng trạng thái tài xế,High
Operations,,,,,2. Xem trạng thái,,,
Operations,TC08_007,TS08 - Kiểm tra quy trình quản lý vận hành,Quản lý thông tin phương tiện,Nhân viên vận hành có quyền quản lý phương tiện,1. Truy cập quản lý phương tiện,VehicleId: V001,Hệ thống hiển thị thông tin phương tiện,Medium
Operations,,,,,2. Xem thông tin xe,,,
Operations,TC08_008,TS08 - Kiểm tra quy trình quản lý vận hành,Xem danh sách chuyến xe đang diễn ra,Có chuyến đang hoạt động,1. Truy cập giám sát chuyến,TripStatus: IN_PROGRESS,Hệ thống hiển thị các chuyến đang diễn ra,High
Operations,,,,,2. Xem danh sách chuyến,,,
Operations,TC08_009,TS08 - Kiểm tra quy trình quản lý vận hành,Tìm kiếm chuyến xe không tồn tại,Nhân viên vận hành đã đăng nhập,1. Nhập mã chuyến,TripId: T999,Hệ thống thông báo không tìm thấy chuyến xe,Medium
Operations,,,,,2. Tìm kiếm,,,
Operations,TC08_010,TS08 - Kiểm tra quy trình quản lý vận hành,Kiểm tra xử lý chuyến bị lỗi,Có chuyến phát sinh lỗi,1. Nhân viên vận hành mở chuyến lỗi,TripId: T001,Hệ thống lưu kết quả xử lý sự cố,High
Operations,,,,,2. Ghi nhận xử lý,Error: Driver unavailable,,
Operations,TC08_011,TS08 - Kiểm tra quy trình quản lý vận hành,Truy cập chức năng quản lý khi không có quyền,Người dùng không thuộc vai trò vận hành,1. Gửi yêu cầu truy cập chức năng quản lý,Role: Customer,Hệ thống từ chối truy cập chức năng,High
Operations,TC08_012,TS08 - Kiểm tra quy trình quản lý vận hành,Thiếu dữ liệu bắt buộc khi cập nhật khách hàng,Nhân viên vận hành có quyền,1. Cập nhật thông tin khách hàng,CustomerName: rỗng,Hệ thống không cập nhật và yêu cầu nhập đầy đủ thông tin,Medium
Operations,,,,,2. Bỏ trống dữ liệu,,,
Operations,,,,,3. Lưu,,,
Operations,TC08_013,TS08 - Kiểm tra quy trình quản lý vận hành,Dữ liệu trạng thái tài xế không hợp lệ,Có tài xế tồn tại,1. Cập nhật trạng thái tài xế,Status: UNKNOWN,Hệ thống từ chối trạng thái không hợp lệ,Medium
Operations,TC08_014,TS08 - Kiểm tra quy trình quản lý vận hành,Lỗi hệ thống khi tải dữ liệu vận hành,Database/service lỗi,1. Nhân viên vận hành truy cập dữ liệu,Database timeout,Hệ thống trả lỗi và ghi nhận lỗi xử lý,High
Operations,,,,,2. Service lỗi,,,
Access Control,TC09_001,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Người dùng truy cập chức năng đúng với quyền được cấp,Người dùng đã đăng nhập và có quyền phù hợp,1. Đăng nhập hệ thống,Role: Operations Staff,Hệ thống cho phép truy cập chức năng,High
Access Control,,,,,2. Truy cập chức năng được cấp quyền,Function: Manage Driver,,
Access Control,TC09_002,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Người dùng truy cập chức năng không thuộc quyền hạn,Người dùng đã đăng nhập,1. Đăng nhập hệ thống,Role: Customer,Hệ thống từ chối truy cập và trả lỗi phân quyền,High
Access Control,,,,,2. Truy cập chức năng không được cấp quyền,Function: Manage Driver,,
Access Control,TC09_003,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Người dùng chưa đăng nhập truy cập chức năng quản trị,Người dùng chưa xác thực,1. Gửi yêu cầu truy cập API quản trị,Authorization: null,Hệ thống trả lỗi Unauthorized và không cho truy cập,High
Access Control,TC09_004,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Kiểm tra quyền quản trị của nhân viên vận hành,Nhân viên vận hành đã đăng nhập,1. Truy cập chức năng quản lý,Role: Operations Staff,Hệ thống cho phép thực hiện các chức năng được phân quyền,High
Access Control,,,,,2. Thực hiện thao tác quản trị,,,
Access Control,TC09_005,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Người dùng gửi request với role không hợp lệ,API phân quyền đang hoạt động,1. Gửi request với thông tin role sai,Role: Unknown,Hệ thống từ chối yêu cầu do role không hợp lệ,Medium
Access Control,TC09_006,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Kiểm tra dữ liệu quyền bị thiếu,Người dùng đăng nhập,1. Gửi request truy cập chức năng,Permission: null,Hệ thống từ chối truy cập do thiếu quyền,High
Access Control,,,,,2. Không có thông tin quyền,,,
Access Control,TC09_007,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Kiểm tra lưu vết khi người dùng thực hiện thao tác quan trọng,Người dùng có quyền thực hiện thao tác,1. Thực hiện thao tác cập nhật dữ liệu,Action: Update Driver Information,Hệ thống tạo bản ghi log thao tác thành công,High
Access Control,,,,,2. Kiểm tra log hệ thống,,,
Access Control,TC09_008,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Lưu vết thao tác xóa dữ liệu,Người dùng có quyền xóa dữ liệu,1. Thực hiện thao tác xóa,Action: Delete Vehicle,"Hệ thống lưu thông tin người thực hiện, thời gian và hành động",High
Access Control,,,,,2. Kiểm tra lịch sử thao tác,,,
Access Control,TC09_009,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Kiểm tra log khi thiếu thông tin thao tác,Hệ thống ghi log hoạt động,1. Gửi yêu cầu ghi log,Action: null,Hệ thống không tạo log không đầy đủ và trả lỗi dữ liệu,Medium
Access Control,,,,,2. Thiếu thông tin hành động,,,
Access Control,TC09_010,TS09 - Kiểm tra quy trình phân quyền và kiểm soát hệ thống,Kiểm tra lỗi hệ thống khi lưu log,Database log gặp lỗi,1. Thực hiện thao tác quan trọng,Logging Service Timeout,Hệ thống ghi nhận lỗi và xử lý theo cơ chế lỗi,High
Access Control,,,,,2. Service log lỗi,,,
Reporting & Scaling,TC10_001,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Nhân viên quản lý xem báo cáo số lượng chuyến xe,Người dùng có quyền xem báo cáo,1. Đăng nhập hệ thống,ReportType: Trip Count,Hệ thống hiển thị báo cáo số lượng chuyến xe theo thời gian đã chọn,High
Reporting & Scaling,,,,,2. Truy cập chức năng báo cáo,TimeRange: 01/09/2026 - 30/09/2026,,
Reporting & Scaling,,,,,3. Chọn báo cáo số lượng chuyến,,,
Reporting & Scaling,TC10_002,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo doanh thu,Người dùng có quyền xem báo cáo,1. Chọn báo cáo doanh thu,ReportType: Revenue,Hệ thống trả về tổng doanh thu theo dữ liệu thanh toán,High
Reporting & Scaling,,,,,2. Gửi yêu cầu xem báo cáo,TimeRange: Tháng hiện tại,,
Reporting & Scaling,TC10_003,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo tỷ lệ chuyến hoàn thành,Có dữ liệu chuyến xe,1. Chọn loại báo cáo,Completed Trip / Total Trip,Hệ thống hiển thị đúng tỷ lệ chuyến hoàn thành,Medium
Reporting & Scaling,,,,,2. Xem kết quả,,,
Reporting & Scaling,TC10_004,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo tỷ lệ chuyến hủy,Có dữ liệu chuyến xe,1. Chọn báo cáo chuyến hủy,Cancelled Trip / Total Trip,Hệ thống hiển thị đúng tỷ lệ chuyến hủy,Medium
Reporting & Scaling,,,,,2. Xem kết quả,,,
Reporting & Scaling,TC10_005,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo hiệu quả hoạt động tài xế,Có dữ liệu tài xế và chuyến xe,1. Chọn báo cáo tài xế,DriverId: D001,Hệ thống hiển thị thông tin hiệu quả hoạt động tài xế,Medium
Reporting & Scaling,,,,,2. Xem kết quả,CompletedTrips: 100,,
Reporting & Scaling,TC10_006,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo với khoảng thời gian hợp lệ,Người dùng có quyền xem báo cáo,1. Chọn khoảng thời gian,FromDate: 01/09/2026,Hệ thống tạo báo cáo thành công,Medium
Reporting & Scaling,,,,,2. Gửi yêu cầu báo cáo,ToDate: 30/09/2026,,
Reporting & Scaling,TC10_007,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo với khoảng thời gian không hợp lệ,Người dùng có quyền xem báo cáo,1. Nhập khoảng thời gian sai,FromDate: 30/09/2026,Hệ thống từ chối yêu cầu và thông báo khoảng thời gian không hợp lệ,Medium
Reporting & Scaling,,,,,2. Gửi yêu cầu,ToDate: 01/09/2026,,
Reporting & Scaling,TC10_008,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Xem báo cáo không nhập thời gian,Người dùng có quyền xem báo cáo,1. Không nhập thời gian,FromDate: null,Hệ thống yêu cầu nhập điều kiện báo cáo,High
Reporting & Scaling,,,,,2. Gửi yêu cầu,ToDate: null,,
Reporting & Scaling,TC10_009,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Người dùng không có quyền xem báo cáo,Người dùng không có quyền quản trị,1. Đăng nhập tài khoản khách hàng,Role: Customer,Hệ thống từ chối truy cập chức năng báo cáo,High
Reporting & Scaling,,,,,2. Truy cập báo cáo,,,
Reporting & Scaling,TC10_010,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Báo cáo không có dữ liệu,Khoảng thời gian không phát sinh hoạt động,1. Chọn khoảng thời gian,TimeRange không có chuyến xe,Hệ thống trả báo cáo rỗng hoặc thông báo không có dữ liệu,Medium
Reporting & Scaling,,,,,2. Xem báo cáo,,,
Reporting & Scaling,TC10_011,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Lỗi khi lấy dữ liệu báo cáo,Database báo cáo gặp lỗi,1. Gửi yêu cầu xem báo cáo,Database Timeout,Hệ thống trả lỗi hệ thống và ghi nhận lỗi xử lý,High
Reporting & Scaling,,,,,2. Database không phản hồi,,,
Reporting & Scaling,TC10_012,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Tích hợp thêm phương thức thanh toán mới,Hệ thống đang hoạt động,1. Thêm phương thức thanh toán mới,PaymentMethod: New Provider,Hệ thống hỗ trợ thêm phương thức mới mà không ảnh hưởng chức năng hiện tại,Medium
Reporting & Scaling,,,,,2. Kiểm tra chức năng thanh toán,,,
Reporting & Scaling,TC10_013,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Tích hợp thêm dịch vụ thông báo mới,Hệ thống đang hoạt động,1. Cấu hình dịch vụ thông báo mới,Notification Service mới,Hệ thống gửi thông báo qua dịch vụ mới thành công,Medium
Reporting & Scaling,,,,,2. Phát sinh sự kiện thông báo,,,
Reporting & Scaling,TC10_014,TS10 - Kiểm tra quy trình báo cáo và khả năng mở rộng hệ thống,Lỗi khi tích hợp dịch vụ mở rộng,Hệ thống đang mở rộng,1. Kết nối dịch vụ mới,External Service Error,Hệ thống xử lý lỗi tích hợp và không ảnh hưởng chức năng chính,High
Reporting & Scaling,,,,,2. Dịch vụ trả lỗi,,,
